,title,area,numberOfRooms,price,town,district
331,BEYLİKDÜZÜ MERKEZDE METROBÜSE YAKIN FULL YAPILI EMSALSİZ DAİRE,95,2+1,999.000,Beylikdüzü,Yakuplu
332,ÖN-LANSMAN'a ÖZEL MÜSTAKİL BAHÇELİ DUBLEKS 2+1 / BEYLİKDÜZÜ,142,2+1,3.800.000,Beylikdüzü,Kavaklı
333,KALE YAPIDAN KULLANIMA HAZIR ŞIK 2+1 SATILIK DAİRE FIRSATI,110,2+1,439.000,,
334,VİENN GAYRİMENKUL'DEN SAHİL MAH'DE SİTEDE 3+1 DAİRE FIRSATI,155,3+1,2.099.999,Beylikdüzü,Kavaklı
335,ÜNİVERSİTE VE AVMYE YÜRÜME MESAFESİNDE 3+1 4.KATTA SATILIK DAİRE,145,3+1,1.100.000,,
336,BÖLGENİN EN GENİŞ 2+1 BAHÇE KATI DAİRESİ 130 M2,95,2+1,499.000,,
337,3+1 130m2 SIFIR METROBUSE YÜRÜME 10 DAKİKA SATILIK ARAKAT DAİRE,130,3+1,1.315.000,,
338,DERİN YAPI'DAN YAŞAM VADİSİ MANZARALI MARİNAYA YAKIN DUBLEKS!!!,200,3+1,1.885.000,Beylikdüzü,Kavaklı
339,2+1 YATIRIM FIRSATI EN İYİ FİYAT İLE ÖN-LANSMAN'da // BEYLİKDÜZÜ,134,2+1,3.600.000,Beylikdüzü,Kavaklı
340,BAHÇEŞEHİR LOKASYONUNDA TASARIMLI 2+1 BAHÇE KATI SATILIK DAİRE,90,2+1,529.000,Başakşehir,Bahçeşehir
341,BAHÇEŞEHİR LOKASYONUNDA TASARIMLI 2+1 BAHÇE KATI SATILIK DAİRE,90,2+1,529.000,Başakşehir,Bahçeşehir
342,ÜNİVERSİTE VE AVMYE YÜRÜME MESAFESİNDE 3 KATTA 2+1 SATILIK DAİRE,100,2+1,860.000,,
343,SAHİBİNDEN NADİYA ÇAMLICA LÜKS DİZAYN TERASLI ÇİFT CEPHE DUBLEKS,255,5+2,8.250.000,Üsküdar,Bulgurlu
344,"FİDAN'DAN SAHRAYI CEDİT - ATATÜRK CAD. YAKIN, 3+1 BAKIMLI, 135M2",135,3+1,2.675.000,Kadıköy,Sahrayıcedit
345,WEN CADDEDEN ŞAŞKINBAKKAL SAHİLDE DENİZ MANZARALI KATTA TEK 4+1,260,4.5+1,14.650.000,Kadıköy,Suadiye
346,ESENYURT ESENCAN HASTANESİNE YAKIN MUHTEŞEM FİYAT 2.KAT,100,2+1,519.000,,
347,ESENYURT SÜLEYMANİYE MAH SATILIK ULTRA LÜX YÜKSEK GİRİŞ!!!!,105,2+1,559.000,,
348,Lider'den İdealtepe Marmaraya Çok Yakın Yeni Bina'da 1+1 55m² !!,55,1+1,1.590.000,Maltepe,İdealtepe
349,2+1 наручники на квартиру для экстренной продажи,122,2+1,3.172.000,,
350,BEYLİKDÜZÜ'NDE 3+1 ARAKAT GENİŞ VE FERAH KULLANIMLI DAİRE !,150,3+1,1.050.000,Beylikdüzü,Kavaklı
351,SAHİBİNDEN Fenerbahçe Güvenlikli Y.Havuzlu Yeni Bina Satılık 4+1,245,4+1,15.500.000,Kadıköy,Fenerbahçe
352,AKÇADAĞ GAYRİMENKUL' DEN SİTE İÇERİSİNDE 700.000TL KREDİLİ KONUT,130,3+1,1.445.000,Tuzla,Aydınlı
353,UTKU'DAN TEK YETKİLİ! ÖZEL YAPIM MEGA LÜKS 135m2 NET 4+1 BALKON,165,4+1,14.000.000,Kadıköy,Suadiye
354,ULAŞIMA YAKIN MESAFEDE FERAH KULLANIMLI SIFIR SATILIK DAİRE !,115,2+1,645.000,Beylikdüzü,Kavaklı
355,KOZYATAĞI KOZZY LIFE SATILIK 3+1 SUPER LÜKS DAİRE,135,3+1,6.250.000,Kadıköy,Kozyatağı
356,Tatlısu Mahallesi Muhtarlığın Yanında 3+1 İskanlı 135 m2 Satılık,135,3+1,2.425.000,Ümraniye,Şerifali
357,INNOVIA 2 IN THE MAIN BLOCKS 3+1 AT C BLOCK FOR SALE,127,3+1,1.700.000,,
358,Fenerbahçe Dubleks Deniz Manzaralı 6+1 Katta Tek,437,6+1,26.000.000,Kadıköy,Fenerbahçe
359,BEYLİKDÜZÜ ALBAYRAK YAPIDAN METROBÜSE 10 DK MESAFELİ 2+1 DAİRE,115,2+1,940.000,Beylikdüzü,Yakuplu
360,İNCİDEN 122 EVLERDE CADDE ÜSTÜNDE OTOPARKLI 2+1 3 KAT 1650.000TL,80,2+1,1.650.000,Maltepe,Zümrütevler
361,HEDEFLİ'DEN GÜVENLİKLİ SİTEDE KORU PARKINA YAKIN 185M2 3+1 DAİRE,185,3+1,3.500.000,Maltepe,İdealtepe
362,BEBEK ÜSTÜNDE PANORAMİK BOĞAZ MANZARALI SATILIK DAİRE,160,2.5+1,20.000.000,Beşiktaş,Bebek
363,ПРОДАЕТСЯ КВАРТИРА 2+1 В ЭСЕНЮРТЕ Е5,90,2+1,1.440.000,,
364,EYÜP&MERT'TEN SIFIR SAHİLDE 8500tl KİRAGETİRİLİ TERASLI 2+1 90M2,90,2+1,2.725.000,Kadıköy,Bostancı
365,BEYLİKDÜZÜ AREN'DEN SİTE İÇİNDE GÜVENLİKLİ HAVUZ CEPHE 3+1 DAİRE,155,3+1,595.000,Beylikdüzü,Kavaklı
366,HANEV YAPI'DAN ESENYURT KÖŞE BAŞI BAHÇELİ BAHÇE KATI DAİRE,110,2+1,529.500,,
367,PRE-LAUNCH PRICE ADVANTAGE for LIMITED TIME // 3min to MARİNA!,134,2+1,3.600.000,Beylikdüzü,Kavaklı
368,BEYLİKDÜZÜ KAVAKLI MERKEZDE SİTE İÇERİSİ GENİŞ 3+1 SATILIK DAİRE,165,3+1,2.050.000,Beylikdüzü,Kavaklı
369,LEMA İNŞAAT'TAN TUZLA POSTANE MAHALLESİNDE SATILIK 3+1 DAİRE,108,3+1,2.550.000,Tuzla,Postane
370,Etiler'in En Güzel Lokasyonunda Yeşilliklere Nazır Daire,130,3+1,6.750.000,Beşiktaş,Etiler
371,WEN CADDEDEN ERENKÖY ÖZENÇ SOKAKTA 320 M2 MİMARİ DEKORLU 6+1,320,6+1,11.750.000,Kadıköy,Erenköy
372,YAKUPLUDA 3+1 ARA KAT 165M² KULLANIM ALANINA SAHİP SATILIK DAİRE,165,3+1,1.550.000,Beylikdüzü,Yakuplu
373,"PORTO VADİ'DE FIRSAT 2,5+1 SATILIK DAİRE",145,2+1,5.950.000,Kağıthane,Hamidiye
374,BEYLİKDÜZÜNDE 2+1 AKILLI DAİRE,136,2+1,3.808.000,Beylikdüzü,Yakuplu
375,PROJEOFİSİNDEN ATAŞEHİR AĞAOĞLU ANDROMEDA RESİDENCE OKAZYON,94,2+1,3.697.500,Ataşehir,Barbaros
376,REMAX LÜKS KONUT UZMANI OYA DOĞAN'DAN ARDENIA PARK BAHÇE DUBLEX,220,4+1,12.000.000,,
377,BEYLİKDÜZÜ ALBAYRAKTAN ÖZEL MİMARİ TASARIMLI LÜX 3+1 DAİRE,155,3+1,1.500.000,Beylikdüzü,Yakuplu
378,"ÇEKMEKÖY-MERKEZ MH-ULTRA LUX-SATILIK 2+1 DAİRE 0,99 İMKANI",90,2+1,1.550.000,,
379,GÖKÇE'den LEB-İ DERYA KAPANMAZ DENİZ ve ADALAR MANZARALI SIFIR,165,3+1,10.450.000,Kadıköy,Bostancı
380,ALKAYA'DAN SUADİYE SAHİLDE 3+1 SATILIK DAİRE,145,3+1,11.950.000,Kadıköy,Suadiye
381,BEYLİKDÜZÜ ALBAYRAKTAN ŞIK MİMARİ TASARIMLI GENİŞ 3+1 DAİRELER!,140,3+1,1.474.000,Beylikdüzü,Yakuplu
382,LUXURIOUS FLAT WITH SEPARATE GARDEN IN KAVAKLI BEYLIKDUZU 2+1,115,2+1,1.500.000,Beylikdüzü,Kavaklı
383,KAÇMAZ_KÜÇÜKYALI SAHİL VİLLALAR BÖLGESİNDE SATILIK DUBLEKS DAİRE,265,5+2,5.850.000,Maltepe,İdealtepe
384,FİYATLAR YÜKSELMEDEN BU FIRSAT KAÇMAZ,95,2+1,713.500,,
385,"CADDEDİVAN ACIBADEM METROYA YAKIN 2+1 AKILLI EV, KOMBİ K.OTOPARK",82,2+1,3.050.000,Kadıköy,Acıbadem
386,BAHÇEŞEHİR DE SATILIK UCUZA 2+1 DAİRE,119,2+1,2.844.000,,
387,KARTAL YAKACIKTA SIFIR TERASLI DUBLEX DAİRE,200,4+2,2.400.000,Kartal,Yakacık
388,ESENYURT E5 DE SATILIK 1+1 DAİRE,65,1+1,1.040.000,,
389,BEYLİKDÜZÜ ATLASMARİN'DEN PRESTİJLİ KONUMDA MARİNAYA YAKIN 3+1,140,3+1,2.050.000,Beylikdüzü,Kavaklı
390,KİRAZLI KORU EVLERİ C BLOK 7.KAT 2+1 KAPALI MUTFAK BOŞ DAİRE,115,2+1,3.000.000,Bağcılar,Güneşli
391,BEYLİKDÜZÜ SAFA GYO MARİNAYA 2 DK KACMAZ LÜX DUBLEKS FIRSATI,220,3+2,2.099.000,Beylikdüzü,Yakuplu
392,Kadıköy Feneryolu Mah. Satılık 4+1 Ultra Lüks Dubleks Daire,240,4+1,10.500.000,Kadıköy,Feneryolu
393,BEYLİKDÜZÜ PİRAMİT GYO'DAN DENİZ MANZARALI FERAH 3+1 FIRSATI!,155,3+1,1.679.000,Beylikdüzü,Gürpınar
394,CONCEPT'TEN İDEALTEPE KORU DA MİNİBÜSE YAKIN İSKANLI LÜKS 2+1,85,2+1,1.825.000,Maltepe,İdealtepe
395,BEYLİKDÜZÜ ATLASMARİN'DEN CUMHURİYET MH. LÜKS REZİDANS'TA 2+1,120,2+1,1.348.000,Beylikdüzü,Kavaklı
396,BLUE CORNER'DAN DİVAN PASTANESİNE YÜRÜME MESAFESİNDE 3+1 128M2,150,3+1,7.950.000,Kadıköy,Erenköy
397,SATILIK 2+1 KOMBİLİ BODRUM KAT,70,2+1,350.000,Bahçelievler,Şirinevler
398,BEYLİKDÜZÜ SAFA GYO MARİNAYA 2 DK KACMAZ LUX ARA KAT FIRSATI,110,2+1,1.289.000,Beylikdüzü,Yakuplu
399,Rumeli Hisarı Boğaziçi Üni Yakın Konut-Ofise Uygun Satılık Daire,220,5+1,9.800.000,Sarıyer,Rumelihisarı
400,BAHÇEŞEHİR ATMACA ''BOŞ'' D5B BLOK 2+1 DEPOLU SATILIK DAİRE,108,2+1,3.650.000,Başakşehir,Bahçeşehir
401,4E GAYRİMENKUL--TEK YETKİLİ--EKŞİNAR KONAKLARI PEYZAJ ARAKAT 3-1,200,3+1,12.700.000,Bakırköy,Florya
402,TEK DAİRE ÜZERİ BU FİYATA 1 YAŞINDA DAİRE YOK ACİL SATILIK,115,2+1,964.999,,
403,BAŞARI'DAN ÇİFTEHAVUZLAR SAHİLDE 140 M2 3 YILLIK BALKONLU,140,3+1,7.450.000,Kadıköy,Caddebostan
404,AKÇADAĞ GAYRIMENKUL'DEN 2+2 YÜKSEK KREDİLİ,140,2+1,2.250.000,Tuzla,Merkez
405,"BEYLİKDÜZÜ ELİF! İSTER YATIRIM,İSTER OTURUM AMAÇLI 2+1 SATILIK",95,2+1,599.000,Beylikdüzü,Kavaklı
406,HEDEF'TEN ...AVRUPA KONUTLARI TEM 2'DE SATILIK 150 M'2 3+1,150,3+1,6.800.000,Gaziosmanpaşa,Fevziçakmak
407,AĞAOĞLU MY HOME 3+1 128m2 SATILIK GÜNCEL DAİRE vadi 1453 nurol,128,3+1,5.650.000,Sarıyer,Merkez
408,VADİSTANBUL TERAS EVLER SATILIK 2+1 BAHÇE KATI DAİRE FIRSATI !,148,2+1,9.600.000,Sarıyer,Merkez
409,SKYLAND SATILIK 1+0 BOŞ DAİRE 30.KAT GÜNCEL,60,Stüdyo,(1+0),Sarıyer,Merkez
410,BEYAZNOKTADAN İSKANLI ASANSÖRLÜ FERAH İÇİ ÖZEL YAPILI LÜX 2+1 DA,110,2+1,1.680.000,,
411,PORTRE SAHİL PROJESİNDE SATILIK DENİZ MANZARALI 2+1 LÜKS DAİRE,96,2+1,2.250.000,Pendik,Çarşı
412,BEYLİKDÜZÜ AREN'DE SİTE'DE E-5 YAKIN ULTRA LUX SATILIK 3+1 DAİRE,165,3+1,1.200.000,Beylikdüzü,Kavaklı
413,AVANGART İSTANBUL SATILIK 1+1 BAHÇE KATI FIRSAT DAİRE,80,1+1,3.800.000,Sarıyer,Merkez
414,SAHİBİNDEN 7.000TL KİRACILI Almina Tower 2+1 Balkonlu Daire,117,2+1,2.050.000,,
415,Koç taşın arkasında koruluk'a sıfır,170,3+1,2.645.000,Beylikdüzü,Kavaklı
416,Siteler Bölgesinde Geniş Kullanımlı Şık Tasarımlı Fırsat 3+1,155,3+1,1.599.000,Beylikdüzü,Gürpınar
417,NİDAPARK KÜÇÜKYALI 2.650.000 TL PEŞİN DENİZ MANZARALI 2+1,128,2+1,4.190.000,Maltepe,İdealtepe
418,BEYLİKDÜZÜ AREN'DEN ARACI KOMİSYON YOK !!155m2 3+1 DAİRE,165,3+1,463.000,Beylikdüzü,Kavaklı
419,SAHİBİNDEN SATILIK 2+1 SIFIR HİÇ OTURULMAMIŞ LÜX DAİRE,110,2+1,950.000,,
420,ARAS GAYRİMENKULDEN 0.99 VE 0.89 KREDİ İMKANI İLE 2+1 DAİRE,90,2+1,1.299.000,Tuzla,Aydınlı
421,ARAS GAYRİMENKULDEN 0.99 VE 0.89 KREDİ İMKANI İLE SATILIK 3+1,110,3+1,1.280.000,Tuzla,Aydınlı
422,FIRSAT! SIFIR FULL EŞYALI 50m2 ÖZEL BAHÇELİ-TERASLI 2+1 DUBLEX,90,2+1,1.425.000,Kartal,Topselvi
423,Maçka Caddesinde Mükemmel Konumlu Doğa Manzaralı Daire,280,3.5+1,18.000.000,Şişli,Harbiye
424,Beykentte Site içi Dekorasyonlu Yeni Dairemiz Satışta MENKULHANE,115,2+1,1.690.000,Beylikdüzü,Gürpınar
425,BAŞAKŞEHİR ALTİNSEHİR'DE ŞOK FİYATA 2+1 ARAKATI (GÜLER YAPI),100,2+1,1.250.000,Başakşehir,İkitelli
426,BAHÇEŞEHİR SPRADON VADİ YENİ KAPALI MUTFAK 2+1 SATILIK DAIRE,127,2+1,2.500.000,Başakşehir,Bahçeşehir
427,FIRSAT!YENİKÖY KONAKLARINDA PEYZAJ 50 M2TERASLI 5+1DAİRE,250,5+1,11.000.000,Eyüpsultan,Alibeyköy
428,FLORYA ALAÇATI EVLERİNDE 360m2 ULTRA LÜKS DUBLEKS DAİRE,360,4+2,16.250.000,Bakırköy,Florya
429,WEN CADDEDEN CADDEBOSTAN SAHİL DENİZ MANZARALI SIFIR DUBLEKS 5+2,390,5+2,19.750.000,Kadıköy,Caddebostan
430,ŞİŞLİ HALİL RIFAT PAŞA DA VATANDAŞ LIK İÇİN UYGUN 2+1,110,2+1,4.000.000,Şişli,Okmeydanı
431,YUVAM GAYRİMENKUL'DEN GENÇOSMAN MAH 2+1 120M2 İKİNCİ KAT DAİRE,120,2+1,975.000,Güngören,Sanayi
432,Kıraç Necip Fazıl Kısakürek Mahallesinde Satılık Yüksek Giriş,100,2+1,589.000,,
433,SUADİYE CADDEYE ZARA YA YAKIN 3+1 165 m2 TAMAMI LÜKS YAPILI,165,3+1,5.450.000,Kadıköy,Suadiye
434,"ZÜMRÜTEVLER'DE EMEK CADDESİ ÜZERİ 2+1,TERASLI,DUBLEX DAİRE",85,2+1,1.375.000,Maltepe,Zümrütevler
435,ROYAL'DEN MAİ RESİDENCE DENİZ MANZARALI-KLİMALI GENİŞ 11.KAT 1+1,75,1+1,1.600.000,Kartal,Topselvi
436,BEYAZNOKTADAN ARA KAT NİTELİĞİNDE İSKANLI METRO CAD YAKIN 2+1,90,2+1,1.265.000,Eyüpsultan,Çırçır
437,BEYLİKDÜZÜNDE HAVUZLU SİTEDE SATILIK 3+1 DAİRE EBEVEYN BANYOLU,175,3+1,2.690.000,Beylikdüzü,Kavaklı
438,SUADİYE'DE SUADEN RESİDANCE 'DA SATILIK DAİRE 3+1,135,3+1,6.695.000,Kadıköy,Suadiye
439,BEYLİKDÜZÜ ZİRVE İNŞAAT'TAN HAYALLERİNİZİ SÜSLEYEN SİTE İÇİ 2+1,125,2+1,1.899.000,Beylikdüzü,Kavaklı
440,ASIA EMLAKTAN ACIBADEM ÜNV.KOMŞU SİTE İÇERİSİNDE BALKONLU 3+1,125,3+1,2.970.000,Ataşehir,Küçükbakkalköy
441,MESA ORMAN 228m2 BAHÇE DUBLEX BOŞ TESLİM ÖZEL DEKORE GÜNCEL,228,4+1,18.500.000,Beykoz,Paşabahçe
442,▃SESS▃ İdealtepe'de Minibüse Yakın Yeni Bina'da Ara Kat 2+1 95m²,95,2+1,2.625.000,Maltepe,İdealtepe
443,EMAY'DAN GÖZTEPE'DE MİN. CADDESİ ÜSTÜ İÇİ YAPILI 2 BALKONLU 3+1,135,3+1,3.350.000,Kadıköy,Göztepe
444,BEYLİKDÜZÜ KAVAKLI MERKEZDE FULL KONSEPT SİTEDE 3+1 FIRSATI,145,3+1,1.999.000,Beylikdüzü,Kavaklı
445,BEKLERİM DİYENE 875 BİN TL TAŞDELENDE 3+1,150,3+1,1.150.000,Çekmeköy,Taşdelen
446,TUANA PRESTİJ ÇENGELKÖYDE 5.KAT TESLİM 92M2 2+1 HEMEN TAPU,92,2+1,2.520.000,Üsküdar,Çengelköy
447,ÇENGELKÖY TUANA PRESTİJDE 133M2 3+1 HEMEN TAPULU HAVUZLU K.OTO,133,3+1,3.450.000,Üsküdar,Çengelköy
448,ÇENGELKÖY TUANA PRESTİJDE 233M2 4+1 ÇATI DUB. HEMEN TAPU HAVUZLU,233,4+1,6.050.000,Üsküdar,Çengelköy
449,Şişli Esentepe 3+1 110m2 Bakımlı Satılık Daire'AKDERE EMLAK,120,3+1,2.550.000,Şişli,Esentepe
450,Bahçelievler Kocasinan Merkez Mahallesi Satılık 1+1 Daire,68,1+1,640.000,Bahçelievler,Kocasinan
451,ASOS'TAN TEK YETKİLİ MİNİBÜS YOLUNA 4.BİNA 5+2 KELEPİR DUBLEX,220,5+2,3.600.000,Maltepe,Yalı
452,SEMBOL GAYRİMENKUL'den NLOGO 2+1 125m2 KAT VE CEPHE SEÇENEKLERİ,125,2+1,1.250.000,,
453,BAŞARI'DAN LEBİDERYA KAPANMAZ KESİNTİSİZ DENİZ MANZARALI (SIFIR),260,4+1,19.500.000,Kadıköy,Fenerbahçe
454,ARMADA'DAN BAĞDAT'A YAKIN GENÇ BİNADA 2+1 KOMBİLİ ULTRA LÜKS !!,100,2+1,4.395.000,Kadıköy,Erenköy
455,White Side satılık 2+1 136m2 balkonlu en üst kat,136,2+1,3.250.000,Ümraniye,Esenşehir
456,Darüşşafaka da Şehir Manzaralı Teraslı Satılık Çatı Dubleksi,275,4+1,9.675.000,Sarıyer,Tarabya
457,NOKTA EMLAK'TAN KİLYOS'TA NEZİH SİTEDE BAHÇE DUBLEKS 4+1+KIŞ BAH,220,4+1,8.750.000,Sarıyer,Köyler
458,ÇEKMEKÖY MEŞE COUNTRY DE Tolga Yaman DAN SATILIK 3+1 DAİRE,129,3+1,2.180.000,ÇekmeköyAlemdağ(Alemdar,)
459,BEYLİKDÜZÜ SAFA GYO MARİNAYA YÜRÜME MESAFE DENİZ MANZARALI 3+1,180,3+1,1.689.999,Beylikdüzü,Yakuplu
460,Kadıköy Göztepe'de Çok Merkezi Konumda 3+1 Lüks Daire,120,3+1,5.500.000,Kadıköy,Merdivenköy
461,Kadıköy Göztepe'de Çok Merkezi Konumda 3+1 Lüks Daire,120,3+1,5.500.000,Kadıköy,Merdivenköy
462,WEN CADDEDEN SUADİYEDE 24 SAAT GÜVENLİKLİ SİTEDE FIRSAT SATILIK,135,3+1,6.695.000,Kadıköy,Suadiye
463,ALKAYA'DAN ERENKÖY'DE BAĞDAT'A YAKIN SATILIK 2+1 DAİRE- FIRSAT,100,2+1,4.345.000,Kadıköy,Erenköy
464,SURYAPI EXEN RESİDENCE 1+1 73M2 YÜKSEK KİRA GETİRİSİ EŞYALI,73,1+1,2.750.000,Ümraniye,Atatürk
465,"KENTPLUS KADIKÖY,DENİZ MANZARALI,METR­OBÜS-MARMARAY YANINDA 1+1",72,1+1,2.350.000,Kadıköy,Eğitim
466,Avcılar Merkezde Acil 170 Metre Kare Masrafsız Satılik Daire,180,3+1,1.250.000,,
467,BAŞARI'DAN BOSTANCI'DA DENİZ MANZARALI FIRSAT DAİRE YENİ BİNA,140,3+1,3.825.000,Kadıköy,Bostancı
468,HAVUZLU LÜKS SİTEDE SATILIK 2+1 ARAKAT BALKONLU DAİRE,90,2+1,1.375.000,Pendik,Dolayoba
469,SAADETDERE MAHALLESİ TORİUM AVM YANI 2+1 SATILIK ARA KAT DAİRE,90,2+1,1.700.000,,
470,ÇİFTEHAVUZLAR BAĞDAT CAD.4.BİNA KATTA TEK 123 M2 NET 3+1,150,3+1,8.850.000,Kadıköy,Göztepe
471,Cevizli de Saraylar Caddesine 2. Binada Satılık arakat 2+1,85,2+1,1.925.000,Kartal,Dragos
472,5 LEVENT TORUNLAR 1+1 ORMAN MANZARALI SATILIK DAİRE BOŞ,73,1+1,3.400.000,Eyüpsultan,Alibeyköy
473,REYHAN KONAKLARIN DA SATILIK SON 10 DAİRE 2+1-3+1 VE DUBLEKSLER,135,2+1,1.299.000,Büyükçekmece,Tepecik
474,ARTI'dan Altıntepe'de Keyifli Bahçe Kullanımlı 2+1 Satılık Daire,90,2+1,2.100.000,Maltepe,Küçükyalı
475,REYHAN KONAKLARIN DA GÖL MANZARALI 3+2 DUBLEX DAİRE,210,3+2,2.099.000,Büyükçekmece,Tepecik
476,KIZILDAĞ YATIRIM FARKIYLA AVRUPA KONUTLARI YAMANEVLER'DE FIRSAT,167,3+1,6.500.000,Ümraniye,Merkez
477,CADDE EMLAK'TAN ERENKÖY MERKEZİNDE 3 YILLIK BİNA BOŞ DAİRE,125,3+1,5.500.000,Kadıköy,Erenköy
478,İKİZLER EMLAK'TAN 3+1 110 M2DUBLEX HARİKA KONUM SÜPER FIRSAT,110,3+1,1.800.000,Ümraniye,Yukarıdudullu
479,ALFA'DAN SIFIR YAPIDA KELEPİR LÜX DUBLEX 1.650.000TLالطابو مباشر,150,3+1,1.650.000,Beylikdüzü,Gürpınar
480,Suadiye'de mimari dekorlu lüks daire,145,3+1,4.450.000,Kadıköy,Suadiye
481,BEYLİKDÜZÜ ZİRVE İNŞAAT'TAN ULTRA LÜX EMSALSİZ 3+1 DAİRE,155,3+1,2.050.000,Beylikdüzü,Kavaklı
482,RAVEL YAPI'DAN FARKLI SEÇENEKLERİ İLE KAÇIRILMAYACAK FIRSAT..,115,2+1,1.250.000,Beylikdüzü,Yakuplu
483,VADİSTANBUL TERAS EVLERİ NDE 1+1 SATILIK VATANDAŞLIĞA UYGUN,83,1+1,5.400.000,Sarıyer,Merkez
484,FIRSAT.TEK YETKİLİ SUADİYE'DE DENİZ MANZARALI-TERASLI 4+2 235M2,235,4+2,6.950.000,Kadıköy,Suadiye
485,FENERBAHÇE DALYAN'DA 50M2 BAHÇE KULLANIMLI 230 M2 ULTRA LÜX 4+2,230,4+2,9.600.000,Kadıköy,Fenerbahçe
486,METROBÜSE 5DK 135M2 2+1 ÇİFT BALKONLU SATILIK KELEPİR DAİRE,135,2+1,1.069.999,,
487,AVRUPA KONUTLARI TEM'DE HEMEN TESLİM 145M2,145,3+1,6.500.000,Gaziosmanpaşa,Fevziçakmak
488,LOCA MAHAL VELİEFENDİ 2+1 LARGE TYPE FLAT FOR SALE citizenship,119,2+1,4.250.000,Zeytinburnu,Çırpıcı
489,HOMELİNE'DEN ORTAKÖY DEREBOYU CAD. ÜZERİNDE SATILIK DAİRE,100,3+1,4.250.000,Beşiktaş,Ortaköy
490,DERİN YAPI'DAN SİTE İÇİ FULL KONSEPT 6+1 DUBLEKS DAİRE,369,6+1,3.800.000,Beylikdüzü,Yakuplu
491,Sahibinden Lüx Emlak Ofisinden 1+1 Merkezi (Pay Ölçer) Konut Merkeze 5 dk Uzaklıkta,83,1+1,985.000,Beykoz,Paşabahçe
492,BORÇ ALIN!KREDİ ALIN!!BU DAİREYİ KAÇIRMAYIN!!,150,3+1,6.549.000,Beşiktaş,Etiler
493,FİNANS MERKEZİNE KOMŞU 2+1 YATIRIMLIK FIRSAT DAİRE,100,2+1,2.150.000,Ümraniye,Çakmak
494,EVBUL'MAK ARTIK KOLAY-METROBÜSE 7 DK MASRAFSIZ İSKANLI ARAKAT !!,90,2+1,985.000,,
495,ACARKENT'TE TEK YETKİLİ HOMELİNE'DEN BOĞAZ MANZARALI DAİRE,272,3+1,17.500.000,Beykoz,Paşabahçe
496,▃SESS▃ Küçükyalı Çamlıkta Marmaray ve İDO'ya Yürüme 2+1 90m²,90,2+1,2.500.000,Maltepe,Küçükyalı
497,EXTRA'DAN BAĞDAT CADDESİ FENERYOLUNDA SATILIK 3+1 DAİRE,155,3+1,6.950.000,Kadıköy,Feneryolu
498,SUADİYE'DE BAĞDAT CADDESİNE YAKIN YENİ BİNADA GÜVENLİKLİ LÜX 3+1,140,3+1,6.695.000,Kadıköy,Suadiye
